1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
6358, river, wythers:jungle_river, CREATURE, minecraft:frog, 10, 2, 5
6359, river, wythers:jungle_river, CREATURE, mythicmobs:drake, 5, 1, 4
6360, river, wythers:jungle_river, CREATURE, mythicmobs:kobold, 10, 3, 6
6361, river, wythers:jungle_river, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
6362, river, wythers:jungle_river, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
6363, river, wythers:jungle_river, CREATURE, meadow:water_buffalo, 5, 2, 3
6364, river, wythers:jungle_river, AMBIENT, minecraft:bat, 10, 8, 8
6365, river, wythers:jungle_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6366, river, wythers:jungle_river, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6367, river, wythers:jungle_river, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
6368, river, wythers:jungle_river, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
6369, river, wythers:jungle_river, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
6370, badlands, wythers:kwongan_heath, MONSTER, minecraft:spider, 80, 4, 4
6371, badlands, wythers:kwongan_heath, MONSTER, minecraft:zombie, 80, 4, 4
6372, badlands, wythers:kwongan_heath, MONSTER, minecraft:zombie_villager, 5, 1, 1
6373, badlands, wythers:kwongan_heath, MONSTER, minecraft:skeleton, 80, 4, 4
6374, badlands, wythers:kwongan_heath, MONSTER, minecraft:slime, 80, 4, 4
6375, badlands, wythers:kwongan_heath, MONSTER, minecraft:enderman, 10, 1, 4
6376, badlands, wythers:kwongan_heath, MONSTER, minecraft:witch, 5, 1, 1
6377, badlands, wythers:kwongan_heath, MONSTER, creeperoverhaul:badlands_creeper, 75, 2, 2
6378, badlands, wythers:kwongan_heath, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
6379, badlands, wythers:kwongan_heath, MONSTER, enderzoology:infested_zombie, 23, 1, 4
6380, badlands, wythers:kwongan_heath, MONSTER, enderzoology:fallen_knight, 23, 4, 6
6381, badlands, wythers:kwongan_heath, MONSTER, enderzoology:enderminy, 30, 4, 4
6382, badlands, wythers:kwongan_heath, MONSTER, enderzoology:wither_witch, 5, 1, 1
6383, badlands, wythers:kwongan_heath, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
6384, badlands, wythers:kwongan_heath, MONSTER, mythicmobs:chupacabra, 20, 1, 1
6385, badlands, wythers:kwongan_heath, MONSTER, elementalcreepers:fire_creeper, 25, 1, 2
6386, badlands, wythers:kwongan_heath, MONSTER, bewitchment:ghost, 20, 1, 1
6387, badlands, wythers:kwongan_heath, MONSTER, graveyard:nightmare, 10, 1, 1
6388, badlands, wythers:kwongan_heath, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6389, badlands, wythers:kwongan_heath, CREATURE, minecraft:chicken, 10, 4, 4
6390, badlands, wythers:kwongan_heath, CREATURE, minecraft:cow, 8, 4, 4
6391, badlands, wythers:kwongan_heath, CREATURE, minecraft:horse, 5, 2, 6
6392, badlands, wythers:kwongan_heath, CREATURE, minecraft:donkey, 5, 1, 3
6393, badlands, wythers:kwongan_heath, CREATURE, mythicmobs:drake, 5, 1, 4
6394, badlands, wythers:kwongan_heath, CREATURE, adventurez:iguana, 10, 1, 2
6395, badlands, wythers:kwongan_heath, CREATURE, mythicmobs:kobold, 10, 3, 6
6396, badlands, wythers:kwongan_heath, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
6397, badlands, wythers:kwongan_heath, CREATURE, friendsandfoes:mauler, 16, 1, 1
6398, badlands, wythers:kwongan_heath, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
6399, badlands, wythers:kwongan_heath, CREATURE, species:roombug, 10, 1, 3
6400, badlands, wythers:kwongan_heath, AMBIENT, minecraft:bat, 10, 8, 8
6401, badlands, wythers:kwongan_heath, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6402, badlands, wythers:kwongan_heath, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6403, river, wythers:lantern_river, MONSTER, minecraft:spider, 80, 4, 4
6404, river, wythers:lantern_river, MONSTER, minecraft:zombie, 80, 4, 4
6405, river, wythers:lantern_river, MONSTER, minecraft:zombie_villager, 5, 1, 1
6406, river, wythers:lantern_river, MONSTER, minecraft:skeleton, 80, 4, 4
6407, river, wythers:lantern_river, MONSTER, minecraft:creeper, 80, 4, 4
6408, river, wythers:lantern_river, MONSTER, minecraft:slime, 80, 4, 4
6409, river, wythers:lantern_river, MONSTER, minecraft:enderman, 10, 1, 4
6410, river, wythers:lantern_river, MONSTER, minecraft:witch, 5, 1, 1
6411, river, wythers:lantern_river, MONSTER, minecraft:drowned, 80, 1, 1
6412, river, wythers:lantern_river, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
6413, river, wythers:lantern_river, MONSTER, enderzoology:infested_zombie, 23, 1, 4
6414, river, wythers:lantern_river, MONSTER, enderzoology:fallen_knight, 23, 4, 6
6415, river, wythers:lantern_river, MONSTER, enderzoology:enderminy, 30, 4, 4
6416, river, wythers:lantern_river, MONSTER, enderzoology:wither_witch, 5, 1, 1
6417, river, wythers:lantern_river, MONSTER, mythicmobs:chupacabra, 20, 1, 1
6418, river, wythers:lantern_river, MONSTER, bewitchment:ghost, 20, 1, 1
6419, river, wythers:lantern_river, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6420, river, wythers:lantern_river, MONSTER, elementalcreepers:water_creeper, 20, 1, 1
6421, river, wythers:lantern_river, CREATURE, mythicmobs:drake, 5, 1, 4
6422, river, wythers:lantern_river, CREATURE, mythicmobs:kobold, 10, 3, 6
6423, river, wythers:lantern_river, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
6424, river, wythers:lantern_river, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
6425, river, wythers:lantern_river, CREATURE, meadow:water_buffalo, 5, 2, 3
6426, river, wythers:lantern_river, AMBIENT, minecraft:bat, 10, 8, 8
6427, river, wythers:lantern_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6428, river, wythers:lantern_river, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6429, river, wythers:lantern_river, WATER_CREATURE, minecraft:squid, 5, 1, 4
6430, river, wythers:lantern_river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
6431, private, betterend:lantern_woods, MONSTER, minecraft:enderman, 50, 1, 2
6432, private, betterend:lantern_woods, MONSTER, adventurez:enderwarthog, 5, 1, 1
6433, private, betterend:lantern_woods, CREATURE, adventurez:ender_whale, 5, 1, 1
6434, private, betterend:lantern_woods, AMBIENT, clutter:echofin, 5, 3, 7
6435, private, betterend:lantern_woods, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6436, private, wythers:lapacho_plains, MONSTER, minecraft:spider, 80, 4, 4
6437, private, wythers:lapacho_plains, MONSTER, minecraft:zombie, 80, 4, 4
6438, private, wythers:lapacho_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
6439, private, wythers:lapacho_plains, MONSTER, minecraft:skeleton, 80, 4, 4
6440, private, wythers:lapacho_plains, MONSTER, minecraft:creeper, 80, 4, 4
6441, private, wythers:lapacho_plains, MONSTER, minecraft:slime, 80, 4, 4
6442, private, wythers:lapacho_plains, MONSTER, minecraft:enderman, 10, 1, 4
6443, private, wythers:lapacho_plains, MONSTER, minecraft:witch, 5, 1, 1
6444, private, wythers:lapacho_plains, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
6445, private, wythers:lapacho_plains, MONSTER, enderzoology:infested_zombie, 23, 1, 4
6446, private, wythers:lapacho_plains, MONSTER, enderzoology:fallen_knight, 23, 4, 6
6447, private, wythers:lapacho_plains, MONSTER, enderzoology:enderminy, 30, 4, 4
6448, private, wythers:lapacho_plains, MONSTER, enderzoology:wither_witch, 5, 1, 1
6449, private, wythers:lapacho_plains, MONSTER, mythicmobs:chupacabra, 20, 1, 1
6450, private, wythers:lapacho_plains, MONSTER, bewitchment:ghost, 20, 1, 1
6451, private, wythers:lapacho_plains, MONSTER, graveyard:nightmare, 10, 1, 1
6452, private, wythers:lapacho_plains, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6453, private, wythers:lapacho_plains, MONSTER, bewitchment:vampire, 20, 1, 1
6454, private, wythers:lapacho_plains, CREATURE, minecraft:sheep, 12, 4, 4
6455, private, wythers:lapacho_plains, CREATURE, minecraft:pig, 10, 4, 4
6456, private, wythers:lapacho_plains, CREATURE, minecraft:chicken, 10, 4, 4
6457, private, wythers:lapacho_plains, CREATURE, minecraft:cow, 8, 4, 4
6458, private, wythers:lapacho_plains, CREATURE, minecraft:horse, 5, 2, 6
6459, private, wythers:lapacho_plains, CREATURE, minecraft:donkey, 5, 1, 3
6460, private, wythers:lapacho_plains, CREATURE, mythicmobs:drake, 5, 1, 4
6461, private, wythers:lapacho_plains, CREATURE, mythicmobs:kobold, 10, 3, 6
6462, private, wythers:lapacho_plains, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
6463, private, wythers:lapacho_plains, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
6464, private, wythers:lapacho_plains, CREATURE, bewitchment:raven, 10, 1, 3
6465, private, wythers:lapacho_plains, CREATURE, bewitchment:snake, 6, 1, 2
6466, private, wythers:lapacho_plains, AMBIENT, minecraft:bat, 10, 8, 8
6467, private, wythers:lapacho_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6468, private, wythers:lapacho_plains, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6469, taiga, wythers:larch_taiga, MONSTER, minecraft:spider, 80, 4, 4
6470, taiga, wythers:larch_taiga, MONSTER, minecraft:zombie, 80, 4, 4
6471, taiga, wythers:larch_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
6472, taiga, wythers:larch_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
6473, taiga, wythers:larch_taiga, MONSTER, minecraft:slime, 80, 4, 4
6474, taiga, wythers:larch_taiga, MONSTER, minecraft:enderman, 10, 1, 4
6475, taiga, wythers:larch_taiga, MONSTER, minecraft:witch, 5, 1, 1
6476, taiga, wythers:larch_taiga, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
6477, taiga, wythers:larch_taiga, MONSTER, enderzoology:infested_zombie, 23, 1, 4
6478, taiga, wythers:larch_taiga, MONSTER, enderzoology:fallen_knight, 23, 4, 6
6479, taiga, wythers:larch_taiga, MONSTER, enderzoology:enderminy, 30, 4, 4
6480, taiga, wythers:larch_taiga, MONSTER, enderzoology:wither_witch, 5, 1, 1
6481, taiga, wythers:larch_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
6482, taiga, wythers:larch_taiga, MONSTER, mythicmobs:chupacabra, 20, 1, 1
6483, taiga, wythers:larch_taiga, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
6484, taiga, wythers:larch_taiga, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
6485, taiga, wythers:larch_taiga, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
6486, taiga, wythers:larch_taiga, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
6487, taiga, wythers:larch_taiga, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
6488, taiga, wythers:larch_taiga, MONSTER, bewitchment:ghost, 20, 1, 1
6489, taiga, wythers:larch_taiga, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
6490, taiga, wythers:larch_taiga, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
6491, taiga, wythers:larch_taiga, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
6492, taiga, wythers:larch_taiga, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
6493, taiga, wythers:larch_taiga, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
6494, taiga, wythers:larch_taiga, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6495, taiga, wythers:larch_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
6496, taiga, wythers:larch_taiga, MONSTER, bewitchment:vampire, 20, 1, 1
6497, taiga, wythers:larch_taiga, MONSTER, weeping_angels:weeping_angel, 8, 1, 4
6498, taiga, wythers:larch_taiga, MONSTER, bewitchment:werewolf, 20, 1, 1
6499, taiga, wythers:larch_taiga, CREATURE, minecraft:sheep, 12, 4, 4
6500, taiga, wythers:larch_taiga, CREATURE, minecraft:pig, 10, 4, 4
6501, taiga, wythers:larch_taiga, CREATURE, minecraft:chicken, 10, 4, 4
6502, taiga, wythers:larch_taiga, CREATURE, minecraft:cow, 8, 4, 4
6503, taiga, wythers:larch_taiga, CREATURE, minecraft:wolf, 8, 4, 4
6504, taiga, wythers:larch_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
6505, taiga, wythers:larch_taiga, CREATURE, minecraft:fox, 8, 2, 4
6506, taiga, wythers:larch_taiga, CREATURE, enderzoology:owl, 5, 2, 3
6507, taiga, wythers:larch_taiga, CREATURE, meadow:brown_bear, 5, 2, 3
6508, taiga, wythers:larch_taiga, CREATURE, mythicmobs:drake, 5, 1, 4
6509, taiga, wythers:larch_taiga, CREATURE, mythicmobs:kobold, 10, 3, 6
6510, taiga, wythers:larch_taiga, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
6511, taiga, wythers:larch_taiga, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
6512, taiga, wythers:larch_taiga, CREATURE, bewitchment:owl, 10, 1, 2
6513, taiga, wythers:larch_taiga, AMBIENT, minecraft:bat, 10, 8, 8
6514, taiga, wythers:larch_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6515, taiga, wythers:larch_taiga, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6516, plains, terralith:lavender_forest, MONSTER, minecraft:spider, 80, 4, 4
6517, plains, terralith:lavender_forest, MONSTER, minecraft:zombie, 80, 4, 4
6518, plains, terralith:lavender_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
6519, plains, terralith:lavender_forest, MONSTER, minecraft:skeleton, 80, 4, 4
6520, plains, terralith:lavender_forest, MONSTER, minecraft:creeper, 80, 4, 4
6521, plains, terralith:lavender_forest, MONSTER, minecraft:slime, 80, 4, 4
6522, plains, terralith:lavender_forest, MONSTER, minecraft:enderman, 10, 1, 4
6523, plains, terralith:lavender_forest, MONSTER, minecraft:witch, 5, 1, 1
6524, plains, terralith:lavender_forest, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
6525, plains, terralith:lavender_forest, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
6526, plains, terralith:lavender_forest, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
6527, plains, terralith:lavender_forest, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
6528, plains, terralith:lavender_forest, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
6529, plains, terralith:lavender_forest, MONSTER, graveyard:ghoul, 25, 2, 5
6530, plains, terralith:lavender_forest, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
6531, plains, terralith:lavender_forest, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
6532, plains, terralith:lavender_forest, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
6533, plains, terralith:lavender_forest, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
6534, plains, terralith:lavender_forest, MONSTER, adventurez:orc, 30, 2, 4
6535, plains, terralith:lavender_forest, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
6536, plains, terralith:lavender_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6537, plains, terralith:lavender_forest, CREATURE, minecraft:sheep, 12, 8, 8
6538, plains, terralith:lavender_forest, CREATURE, minecraft:pig, 10, 8, 8
6539, plains, terralith:lavender_forest, CREATURE, minecraft:chicken, 10, 8, 8
6540, plains, terralith:lavender_forest, CREATURE, minecraft:cow, 8, 8, 8
6541, plains, terralith:lavender_forest, CREATURE, minecraft:rabbit, 5, 2, 3
6542, plains, terralith:lavender_forest, CREATURE, friendsandfoes:moobloom, 5, 2, 4
6543, plains, terralith:lavender_forest, AMBIENT, minecraft:bat, 10, 8, 8
6544, plains, terralith:lavender_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6545, plains, terralith:lavender_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6546, private, terralith:lavender_valley, MONSTER, minecraft:spider, 80, 4, 4
6547, private, terralith:lavender_valley, MONSTER, minecraft:zombie, 80, 4, 4
6548, private, terralith:lavender_valley, MONSTER, minecraft:zombie_villager, 5, 1, 1
6549, private, terralith:lavender_valley, MONSTER, minecraft:skeleton, 80, 4, 4
6550, private, terralith:lavender_valley, MONSTER, minecraft:creeper, 80, 4, 4
6551, private, terralith:lavender_valley, MONSTER, minecraft:slime, 80, 4, 4
6552, private, terralith:lavender_valley, MONSTER, minecraft:enderman, 10, 1, 4
6553, private, terralith:lavender_valley, MONSTER, minecraft:witch, 5, 1, 1
6554, private, terralith:lavender_valley, MONSTER, graveyard:ghoul, 25, 2, 5
6555, private, terralith:lavender_valley, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6556, private, terralith:lavender_valley, CREATURE, minecraft:sheep, 12, 8, 8
6557, private, terralith:lavender_valley, CREATURE, minecraft:pig, 10, 8, 8
6558, private, terralith:lavender_valley, CREATURE, minecraft:chicken, 10, 8, 8
6559, private, terralith:lavender_valley, CREATURE, minecraft:cow, 8, 8, 8
6560, private, terralith:lavender_valley, CREATURE, minecraft:rabbit, 5, 2, 3
6561, private, terralith:lavender_valley, CREATURE, friendsandfoes:moobloom, 5, 2, 4
6562, private, terralith:lavender_valley, AMBIENT, minecraft:bat, 10, 8, 8
6563, private, terralith:lavender_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6564, private, terralith:lavender_valley, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6565, private, backrooms:level_0, MONSTER, minecraft:pig, 10, 1, 1
6566, private, backrooms:level_0, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6567, private, backrooms:level_1, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6568, private, galosphere:lichen_caves, MONSTER, minecraft:spider, 80, 4, 4
6569, private, galosphere:lichen_caves, MONSTER, minecraft:zombie, 80, 4, 4
6570, private, galosphere:lichen_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
6571, private, galosphere:lichen_caves, MONSTER, minecraft:skeleton, 80, 4, 4
6572, private, galosphere:lichen_caves, MONSTER, minecraft:creeper, 80, 4, 4
6573, private, galosphere:lichen_caves, MONSTER, minecraft:slime, 80, 4, 4
6574, private, galosphere:lichen_caves, MONSTER, minecraft:enderman, 10, 1, 4
6575, private, galosphere:lichen_caves, MONSTER, minecraft:witch, 5, 1, 1
6576, private, galosphere:lichen_caves, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
6577, private, galosphere:lichen_caves, MONSTER, enderzoology:infested_zombie, 23, 1, 4
6578, private, galosphere:lichen_caves, MONSTER, enderzoology:fallen_knight, 23, 4, 6
6579, private, galosphere:lichen_caves, MONSTER, enderzoology:enderminy, 30, 4, 4
6580, private, galosphere:lichen_caves, MONSTER, enderzoology:wither_witch, 5, 1, 1
6581, private, galosphere:lichen_caves, MONSTER, mythicmobs:chupacabra, 20, 1, 1
6582, private, galosphere:lichen_caves, MONSTER, bewitchment:ghost, 20, 1, 1
6583, private, galosphere:lichen_caves, CREATURE, mythicmobs:drake, 5, 1, 4
6584, private, galosphere:lichen_caves, CREATURE, mythicmobs:kobold, 10, 3, 6
6585, private, galosphere:lichen_caves, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
6586, private, galosphere:lichen_caves, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
6587, private, galosphere:lichen_caves, AMBIENT, minecraft:bat, 10, 8, 8
6588, private, galosphere:lichen_caves, AMBIENT, galosphere:spectre, 20, 8, 8
6589, private, galosphere:lichen_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6590, private, galosphere:lichen_caves, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6591, private, wythers:lichenous_caves, MONSTER, minecraft:spider, 80, 4, 4
6592, private, wythers:lichenous_caves, MONSTER, minecraft:zombie, 80, 4, 4
6593, private, wythers:lichenous_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
6594, private, wythers:lichenous_caves, MONSTER, minecraft:skeleton, 80, 4, 4
6595, private, wythers:lichenous_caves, MONSTER, minecraft:creeper, 80, 4, 4
6596, private, wythers:lichenous_caves, MONSTER, minecraft:slime, 80, 4, 4
6597, private, wythers:lichenous_caves, MONSTER, minecraft:enderman, 10, 1, 4
6598, private, wythers:lichenous_caves, MONSTER, minecraft:witch, 5, 1, 1
6599, private, wythers:lichenous_caves, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
6600, private, wythers:lichenous_caves, MONSTER, enderzoology:infested_zombie, 23, 1, 4
6601, private, wythers:lichenous_caves, MONSTER, enderzoology:fallen_knight, 23, 4, 6
6602, private, wythers:lichenous_caves, MONSTER, enderzoology:enderminy, 30, 4, 4
6603, private, wythers:lichenous_caves, MONSTER, enderzoology:wither_witch, 5, 1, 1
6604, private, wythers:lichenous_caves, MONSTER, mythicmobs:chupacabra, 20, 1, 1
6605, private, wythers:lichenous_caves, MONSTER, bewitchment:ghost, 20, 1, 1
6606, private, wythers:lichenous_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6607, private, wythers:lichenous_caves, CREATURE, mythicmobs:drake, 5, 1, 4
6608, private, wythers:lichenous_caves, CREATURE, mythicmobs:kobold, 10, 3, 6
6609, private, wythers:lichenous_caves, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
6610, private, wythers:lichenous_caves, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
6611, private, wythers:lichenous_caves, AMBIENT, minecraft:bat, 10, 8, 8
6612, private, wythers:lichenous_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
6613, private, wythers:lichenous_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6614, private, wythers:lichenous_caves, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6615, private, wythers:lichenous_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
6616, private, wythers:lichenous_dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
6617, private, wythers:lichenous_dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
6618, private, wythers:lichenous_dripstone_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
6619, private, wythers:lichenous_dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
6620, private, wythers:lichenous_dripstone_caves, MONSTER, minecraft:creeper, 80, 4, 4
6621, private, wythers:lichenous_dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
6622, private, wythers:lichenous_dripstone_caves, MONSTER, minecraft:enderman, 10, 1, 4
6623, private, wythers:lichenous_dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
6624, private, wythers:lichenous_dripstone_caves, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
6625, private, wythers:lichenous_dripstone_caves, MONSTER, enderzoology:infested_zombie, 23, 1, 4
6626, private, wythers:lichenous_dripstone_caves, MONSTER, enderzoology:fallen_knight, 23, 4, 6
6627, private, wythers:lichenous_dripstone_caves, MONSTER, enderzoology:enderminy, 30, 4, 4
6628, private, wythers:lichenous_dripstone_caves, MONSTER, enderzoology:wither_witch, 5, 1, 1
6629, private, wythers:lichenous_dripstone_caves, MONSTER, mythicmobs:chupacabra, 20, 1, 1
6630, private, wythers:lichenous_dripstone_caves, MONSTER, bewitchment:ghost, 20, 1, 1
6631, private, wythers:lichenous_dripstone_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6632, private, wythers:lichenous_dripstone_caves, CREATURE, mythicmobs:drake, 5, 1, 4
6633, private, wythers:lichenous_dripstone_caves, CREATURE, mythicmobs:kobold, 10, 3, 6
6634, private, wythers:lichenous_dripstone_caves, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
6635, private, wythers:lichenous_dripstone_caves, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
6636, private, wythers:lichenous_dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
6637, private, wythers:lichenous_dripstone_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
6638, private, wythers:lichenous_dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6639, private, wythers:lichenous_dripstone_caves, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6640, private, wythers:lichenous_dripstone_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
6641, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
6642, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
6643, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
6644, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
6645, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
6646, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 10, 1, 4
6647, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
6648, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
6649, ocean, minecraft:lukewarm_ocean, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
6650, ocean, minecraft:lukewarm_ocean, MONSTER, enderzoology:infested_zombie, 23, 1, 4
6651, ocean, minecraft:lukewarm_ocean, MONSTER, enderzoology:fallen_knight, 23, 4, 6
6652, ocean, minecraft:lukewarm_ocean, MONSTER, enderzoology:enderminy, 30, 4, 4
6653, ocean, minecraft:lukewarm_ocean, MONSTER, enderzoology:wither_witch, 5, 1, 1
6654, ocean, minecraft:lukewarm_ocean, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
6655, ocean, minecraft:lukewarm_ocean, MONSTER, mythicmobs:chupacabra, 20, 1, 1
6656, ocean, minecraft:lukewarm_ocean, MONSTER, bewitchment:ghost, 20, 1, 1
6657, ocean, minecraft:lukewarm_ocean, MONSTER, species:limpet, 10, 1, 1
6658, ocean, minecraft:lukewarm_ocean, MONSTER, creeperoverhaul:ocean_creeper, 5, 1, 1
6659, ocean, minecraft:lukewarm_ocean, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6660, ocean, minecraft:lukewarm_ocean, CREATURE, mythicmobs:drake, 5, 1, 4
6661, ocean, minecraft:lukewarm_ocean, CREATURE, mythicmobs:kobold, 10, 3, 6
6662, ocean, minecraft:lukewarm_ocean, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
6663, ocean, minecraft:lukewarm_ocean, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
6664, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
6665, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:aberration, 10, 1, 1
6666, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:craeken, 5, 1, 1
6667, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:miraid, 5, 1, 1
6668, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:mohast, 10, 1, 3
