1, structory:dense_forest_ruin, HEADING, header:ignore, 0, 0, 0
734, graveyard:small_desert_graveyard, MONSTER, minecraft:pillager, 10, 1, 1
735, ctov:medium/village_snowy, HEADING, header:ignore, 0, 0, 0
736, structory:outcast_villager_desert, HEADING, header:ignore, 0, 0, 0
737, terralith:zpointer/minecraft_dripstone_caves, HEADING, header:ignore, 0, 0, 0
738, graveyard:memorial_tree, HEADING, header:ignore, 0, 0, 0
739, simply_houses:forest_fort, HEADING, header:ignore, 0, 0, 0
740, mvs:other_decoration/lamp_chest, HEADING, header:ignore, 0, 0, 0
741, betterdungeons:skeleton_dungeon, HEADING, header:ignore, 0, 0, 0
742, betterdungeons:skeleton_dungeon, MONSTER, minecraft:skeleton, 80, 4, 15
743, additionalstructures:nether_wall_ruin_1, HEADING, header:ignore, 0, 0, 0
744, tlc:lost_castle, HEADING, header:ignore, 0, 0, 0
745, additionalstructures:tower_1, HEADING, header:ignore, 0, 0, 0
746, scorched:badlands_pyramid, HEADING, header:ignore, 0, 0, 0
747, mvs:well/wells/end_well, HEADING, header:ignore, 0, 0, 0
748, terralith:underground/mining_outpost, HEADING, header:ignore, 0, 0, 0
749, repurposed_structures:temple_nether_wasteland, HEADING, header:ignore, 0, 0, 0
750, repurposed_structures:mineshaft_ocean, HEADING, header:ignore, 0, 0, 0
751, ctov:pillager_outpost_beach, HEADING, header:ignore, 0, 0, 0
752, ctov:pillager_outpost_beach, MONSTER, minecraft:pillager, 5, 1, 1
753, ctov:pillager_outpost_beach, MONSTER, minecraft:evoker, 5, 1, 1
754, ctov:pillager_outpost_beach, MONSTER, minecraft:vindicator, 20, 1, 1
755, ctov:pillager_outpost_beach, MONSTER, minecraft:witch, 20, 1, 1
756, mvs:dead_tree/spruce, HEADING, header:ignore, 0, 0, 0
757, minecraft:jungle_pyramid, HEADING, header:ignore, 0, 0, 0
758, towns_and_towers:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
759, towns_and_towers:pillager_outpost_desert, MONSTER, minecraft:pillager, 5, 1, 2
760, structory:graveyard, HEADING, header:ignore, 0, 0, 0
761, terralith:zpointer/minecraft_bamboo_jungle, HEADING, header:ignore, 0, 0, 0
762, repurposed_structures:temple_nether_warped, HEADING, header:ignore, 0, 0, 0
763, mvs:lantern/small_dark_oak_lantern, HEADING, header:ignore, 0, 0, 0
764, repurposed_structures:village_cherry, HEADING, header:ignore, 0, 0, 0
765, repurposed_structures:witch_hut_mangrove, HEADING, header:ignore, 0, 0, 0
766, repurposed_structures:witch_hut_mangrove, MONSTER, minecraft:witch, 5, 1, 1
767, repurposed_structures:witch_hut_mangrove, CREATURE, minecraft:cat, 5, 1, 1
768, explorify:watchtower_plains, HEADING, header:ignore, 0, 0, 0
769, betterend:megalake_small, HEADING, header:ignore, 0, 0, 0
770, additionalstructures:fallen_jungle_tree_1, HEADING, header:ignore, 0, 0, 0
771, additionalstructures:nether_wall_ruin_2, HEADING, header:ignore, 0, 0, 0
772, additionalstructures:fallen_spruce_tree_1, HEADING, header:ignore, 0, 0, 0
773, additionalstructures:shulker_cluster_2, HEADING, header:ignore, 0, 0, 0
774, dungeons_arise:thornborn_towers, HEADING, header:ignore, 0, 0, 0
775, additionalstructures:underground_stollen_1, HEADING, header:ignore, 0, 0, 0
776, terralith:zpointer/terralith_desert_canyon, HEADING, header:ignore, 0, 0, 0
777, terralith:zpointer/minecraft_river, HEADING, header:ignore, 0, 0, 0
778, repurposed_structures:witch_hut_taiga, HEADING, header:ignore, 0, 0, 0
779, repurposed_structures:witch_hut_taiga, MONSTER, minecraft:witch, 5, 1, 1
780, repurposed_structures:witch_hut_taiga, CREATURE, minecraft:cat, 5, 1, 1
781, repurposed_structures:monument_icy, HEADING, header:ignore, 0, 0, 0
782, repurposed_structures:monument_icy, MONSTER, minecraft:stray, 40, 1, 3
783, repurposed_structures:monument_icy, MONSTER, minecraft:vex, 5, 1, 2
784, mvs:log_pile/acacia_log_pile, HEADING, header:ignore, 0, 0, 0
785, additionalstructures:fallen_oak_tree_1, HEADING, header:ignore, 0, 0, 0
786, additionalstructures:end_tower_2, HEADING, header:ignore, 0, 0, 0
787, terralith:zpointer/minecraft_savanna_plateau, HEADING, header:ignore, 0, 0, 0
788, mvs:ruins/stone_pillars, HEADING, header:ignore, 0, 0, 0
789, evenbetterarcheology:underwater_3, HEADING, header:ignore, 0, 0, 0
790, betteroceanmonuments:ocean_monument, HEADING, header:ignore, 0, 0, 0
791, betteroceanmonuments:ocean_monument, MONSTER, minecraft:guardian, 5, 2, 4
792, betterend:eternal_portal, HEADING, header:ignore, 0, 0, 0
793, subterrestrial:mesa_cabin, HEADING, header:ignore, 0, 0, 0
794, formationsoverworld:desert_houses, HEADING, header:ignore, 0, 0, 0
795, additionalstructures:sandstone_totem_1, HEADING, header:ignore, 0, 0, 0
796, simply_houses:forest_chapel, HEADING, header:ignore, 0, 0, 0
797, betterend:giant_mossy_glowshroom, HEADING, header:ignore, 0, 0, 0
798, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
799, minecraft:pillager_outpost, MONSTER, minecraft:pillager, 5, 1, 1
800, mvs:lantern/small_cherry_lantern, HEADING, header:ignore, 0, 0, 0
801, additionalstructures:pillar_ruin_3, HEADING, header:ignore, 0, 0, 0
802, mvs:lantern/small_mangrove_lantern, HEADING, header:ignore, 0, 0, 0
803, graveyard:small_mountain_grave, HEADING, header:ignore, 0, 0, 0
804, repurposed_structures:igloo_mangrove, HEADING, header:ignore, 0, 0, 0
805, dungeons_arise:bathhouse, HEADING, header:ignore, 0, 0, 0
806, terralith:zpointer/terralith_white_cliffs, HEADING, header:ignore, 0, 0, 0
807, additionalstructures:nether_pillar_1, HEADING, header:ignore, 0, 0, 0
808, repurposed_structures:outpost_nether_brick, HEADING, header:ignore, 0, 0, 0
809, repurposed_structures:outpost_nether_brick, MONSTER, minecraft:piglin, 10, 1, 1
810, betterwitchhuts:witch_circle, HEADING, header:ignore, 0, 0, 0
811, betterwitchhuts:witch_circle, MONSTER, minecraft:witch, 5, 1, 1
812, betterwitchhuts:witch_circle, CREATURE, minecraft:cat, 5, 1, 1
813, terralith:zpointer/terralith_cold_shrubland, HEADING, header:ignore, 0, 0, 0
814, terralith:zpointer/minecraft_frozen_peaks, HEADING, header:ignore, 0, 0, 0
815, ad_astra:mars_temple, HEADING, header:ignore, 0, 0, 0
816, explorify:end_shipwreck, HEADING, header:ignore, 0, 0, 0
817, additionalstructures:spider_nest_2, HEADING, header:ignore, 0, 0, 0
818, additionalstructures:spider_nest_2, MONSTER, minecraft:cave_spider, 5, 2, 4
819, mvs:other_decoration/snowy_fossil, HEADING, header:ignore, 0, 0, 0
820, ctov:large/village_desert, HEADING, header:ignore, 0, 0, 0
821, bakery:bakery, HEADING, header:ignore, 0, 0, 0
822, bakery:bakery, CREATURE, minecraft:pig, 5, 1, 4
823, dungeons_arise:heavenly_conqueror, HEADING, header:ignore, 0, 0, 0
824, terralith:zpointer/terralith_mountain_steppe, HEADING, header:ignore, 0, 0, 0
825, towns_and_towers:village_sparse_jungle, HEADING, header:ignore, 0, 0, 0
826, dungeons_arise:aviary, HEADING, header:ignore, 0, 0, 0
827, dungeons_arise:aviary, MONSTER, minecraft:phantom, 60, 2, 3
828, terralith:zpointer/terralith_moonlight_valley, HEADING, header:ignore, 0, 0, 0
829, repurposed_structures:mineshaft_birch, HEADING, header:ignore, 0, 0, 0
830, ctov:medium/village_mountain, HEADING, header:ignore, 0, 0, 0
831, watching:logless_tree/oak, HEADING, header:ignore, 0, 0, 0
832, dungeons_arise:illager_campsite, HEADING, header:ignore, 0, 0, 0
833, formationsnether:sphere_cage, HEADING, header:ignore, 0, 0, 0
834, terralith:zpointer/terralith_red_oasis, HEADING, header:ignore, 0, 0, 0
835, terralith:zpointer/terralith_jungle_mountains, HEADING, header:ignore, 0, 0, 0
836, nova_structures:skeleton_camp_crimson, HEADING, header:ignore, 0, 0, 0
837, imst:fossil_swamp, HEADING, header:ignore, 0, 0, 0
838, additionalstructures:big_jungle_log, HEADING, header:ignore, 0, 0, 0
839, aquamirae:shelter, HEADING, header:ignore, 0, 0, 0
840, nova_structures:hamlet, HEADING, header:ignore, 0, 0, 0
841, nova_structures:well_spruce, HEADING, header:ignore, 0, 0, 0
842, additionalstructures:standing_jungle_log, HEADING, header:ignore, 0, 0, 0
843, minecraft:shipwreck, HEADING, header:ignore, 0, 0, 0
844, structory_towers:nether/strange_outpost, HEADING, header:ignore, 0, 0, 0
845, formationsnether:blackstone_remnant, HEADING, header:ignore, 0, 0, 0
846, mvs:nature/boulder, HEADING, header:ignore, 0, 0, 0
847, repurposed_structures:mineshaft_dark_forest, HEADING, header:ignore, 0, 0, 0
848, mvs:other_decoration/fox_hut, HEADING, header:ignore, 0, 0, 0
849, terralith:zpointer/terralith_orchid_swamp, HEADING, header:ignore, 0, 0, 0
850, mes:monolith, HEADING, header:ignore, 0, 0, 0
851, evenbetterarcheology:mesa_ruins, HEADING, header:ignore, 0, 0, 0
852, mvs:log_pile/oak_log_pile, HEADING, header:ignore, 0, 0, 0
853, terralith:zpointer/terralith_brushland, HEADING, header:ignore, 0, 0, 0
854, mvs:well/wells/acacia_well, HEADING, header:ignore, 0, 0, 0
855, friendsandfoes:illusioner_shack, HEADING, header:ignore, 0, 0, 0
856, friendsandfoes:illusioner_shack, MONSTER, minecraft:illusioner, 5, 1, 1
857, additionalstructures:tower_2, HEADING, header:ignore, 0, 0, 0
858, mvs:houses/small_swamp_house, HEADING, header:ignore, 0, 0, 0
859, explorify:guide_post_cold, HEADING, header:ignore, 0, 0, 0
860, additionalstructures:spawn_altar_4, HEADING, header:ignore, 0, 0, 0
861, structory_towers:nomad_outpost, HEADING, header:ignore, 0, 0, 0
862, mvs:carts/large_cart_1, HEADING, header:ignore, 0, 0, 0
863, terralith:zpointer/minecraft_deep_cold_ocean, HEADING, header:ignore, 0, 0, 0
864, repurposed_structures:shipwreck_warped, HEADING, header:ignore, 0, 0, 0
865, repurposed_structures:shipwreck_warped, MONSTER, minecraft:wither_skeleton, 10, 1, 1
866, simply_houses:plains_mansion, HEADING, header:ignore, 0, 0, 0
867, mvs:other_decoration/horse_campsite, HEADING, header:ignore, 0, 0, 0
868, terralith:zpointer/minecraft_badlands, HEADING, header:ignore, 0, 0, 0
869, terralith:zpointer/terralith_alpine_highlands, HEADING, header:ignore, 0, 0, 0
870, repurposed_structures:village_jungle, HEADING, header:ignore, 0, 0, 0
871, formationsoverworld:copper_spire, HEADING, header:ignore, 0, 0, 0
872, imst:cactus_farm, HEADING, header:ignore, 0, 0, 0
873, nova_structures:tavern_cherry, HEADING, header:ignore, 0, 0, 0
874, repurposed_structures:monument_desert, HEADING, header:ignore, 0, 0, 0
875, repurposed_structures:monument_desert, MONSTER, minecraft:husk, 20, 1, 4
876, repurposed_structures:monument_desert, MONSTER, minecraft:creeper, 15, 1, 2
877, repurposed_structures:monument_desert, MONSTER, minecraft:skeleton, 10, 1, 3
878, repurposed_structures:shipwreck_crimson, HEADING, header:ignore, 0, 0, 0
879, repurposed_structures:shipwreck_crimson, MONSTER, minecraft:wither_skeleton, 10, 1, 1
880, additionalstructures:obsidian_tree_2, HEADING, header:ignore, 0, 0, 0
881, imst:el_dorado, HEADING, header:ignore, 0, 0, 0
882, imst:el_dorado, MONSTER, minecraft:pillager, 5, 1, 3
883, terralith:zpointer/terralith_ancient_sands, HEADING, header:ignore, 0, 0, 0
884, additionalstructures:spawn_altar_2, HEADING, header:ignore, 0, 0, 0
885, towns_and_towers:exclusives/pillager_outpost_classic, HEADING, header:ignore, 0, 0, 0
886, towns_and_towers:exclusives/pillager_outpost_classic, MONSTER, minecraft:pillager, 5, 1, 2
887, ctov:large/village_mesa, HEADING, header:ignore, 0, 0, 0
888, red:jungle_deforestation, HEADING, header:ignore, 0, 0, 0
889, dungeons_arise:heavenly_challenger, HEADING, header:ignore, 0, 0, 0
890, red:taiga_deforestation, HEADING, header:ignore, 0, 0, 0
891, formationsoverworld:stone_ore_spikes, HEADING, header:ignore, 0, 0, 0
892, towns_and_towers:pillager_outpost_snowy_beach, HEADING, header:ignore, 0, 0, 0
893, towns_and_towers:pillager_outpost_snowy_beach, MONSTER, minecraft:pillager, 5, 1, 2
894, gigeresque:gig_dungeon, HEADING, header:ignore, 0, 0, 0
895, terralith:zpointer/terralith_alpha_islands, HEADING, header:ignore, 0, 0, 0
896, nova_structures:tavern_dark_oak, HEADING, header:ignore, 0, 0, 0
897, watching:sand_pyramid, HEADING, header:ignore, 0, 0, 0
898, terralith:zpointer/terralith_shield, HEADING, header:ignore, 0, 0, 0
899, nova_structures:skeleton_camp_soul, HEADING, header:ignore, 0, 0, 0
900, red:sphinx, HEADING, header:ignore, 0, 0, 0
901, additionalstructures:obsidian_pillar_5, HEADING, header:ignore, 0, 0, 0
902, formationsoverworld:raft, HEADING, header:ignore, 0, 0, 0
903, mvs:houses/medium_igloo_2, HEADING, header:ignore, 0, 0, 0
904, additionalstructures:sandstone_rock_3, HEADING, header:ignore, 0, 0, 0
905, additionalstructures:fallen_dead_tree_2, HEADING, header:ignore, 0, 0, 0
906, ctov:large/village_mountain, HEADING, header:ignore, 0, 0, 0
907, structory_towers:taiga_outpost, HEADING, header:ignore, 0, 0, 0
908, terrestria:shore_volcano, HEADING, header:ignore, 0, 0, 0
909, explorify:watchtower_savanna, HEADING, header:ignore, 0, 0, 0
910, mvs:ruins/statue_ruins, HEADING, header:ignore, 0, 0, 0
911, terralith:glacial_hut, HEADING, header:ignore, 0, 0, 0
912, ctov:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
913, ctov:pillager_outpost_savanna, MONSTER, minecraft:pillager, 5, 1, 1
914, ctov:pillager_outpost_savanna, MONSTER, minecraft:evoker, 5, 1, 1
915, ctov:pillager_outpost_savanna, MONSTER, minecraft:vindicator, 20, 1, 1
916, ctov:pillager_outpost_savanna, MONSTER, minecraft:witch, 20, 1, 1
917, dungeons_arise:coliseum, HEADING, header:ignore, 0, 0, 0
918, formationsoverworld:tower_remnant, HEADING, header:ignore, 0, 0, 0
919, additionalstructures:snowman_2, HEADING, header:ignore, 0, 0, 0
920, structory_towers:sacred_relic_temple, HEADING, header:ignore, 0, 0, 0
921, repurposed_structures:ruins_land_hot, HEADING, header:ignore, 0, 0, 0
922, betternether:spawn_altar_ladder, HEADING, header:ignore, 0, 0, 0
923, ctov:small/village_mushroom, HEADING, header:ignore, 0, 0, 0
924, red:big_oracle, HEADING, header:ignore, 0, 0, 0
925, repurposed_structures:mansion_snowy, HEADING, header:ignore, 0, 0, 0
926, repurposed_structures:city_nether, HEADING, header:ignore, 0, 0, 0
927, repurposed_structures:city_nether, MONSTER, minecraft:wither_skeleton, 10, 2, 3
928, repurposed_structures:city_nether, MONSTER, minecraft:blaze, 80, 1, 4
929, mvs:well/wells/desert_well, HEADING, header:ignore, 0, 0, 0
930, nova_structures:nether_skeleton_tower_crimson, HEADING, header:ignore, 0, 0, 0
931, terralith:zpointer/terralith_frozen_cliffs, HEADING, header:ignore, 0, 0, 0
932, additionalstructures:fossil_1, HEADING, header:ignore, 0, 0, 0
933, ctov:medium/village_mesa, HEADING, header:ignore, 0, 0, 0
934, minecraft:village_snowy, HEADING, header:ignore, 0, 0, 0
935, mvs:houses/azelea_house, HEADING, header:ignore, 0, 0, 0
936, dungeons_arise:small_prairie_house, HEADING, header:ignore, 0, 0, 0
937, ad_astra:meteor, HEADING, header:ignore, 0, 0, 0
938, minecraft:igloo, HEADING, header:ignore, 0, 0, 0
939, mes:enderbloom_grove, HEADING, header:ignore, 0, 0, 0
940, additionalstructures:bone_1, HEADING, header:ignore, 0, 0, 0
941, formationsoverworld:wagon, HEADING, header:ignore, 0, 0, 0
942, scorched:sandcrab, HEADING, header:ignore, 0, 0, 0
943, additionalstructures:end_wall_ruin_1, HEADING, header:ignore, 0, 0, 0
944, formationsnether:small_lava_shrine, HEADING, header:ignore, 0, 0, 0
945, terralith:zpointer/minecraft_wooded_badlands, HEADING, header:ignore, 0, 0, 0
946, ctov:small/village_taiga, HEADING, header:ignore, 0, 0, 0
947, subterrestrial:ice_cabin, HEADING, header:ignore, 0, 0, 0
948, towns_and_towers:village_ocean, HEADING, header:ignore, 0, 0, 0
949, additionalstructures:obsidian_spike_1, HEADING, header:ignore, 0, 0, 0
950, imst:flowerdome, HEADING, header:ignore, 0, 0, 0
951, additionalstructures:nether_wall_ruin_3, HEADING, header:ignore, 0, 0, 0
952, minecraft:end_city, HEADING, header:ignore, 0, 0, 0
953, nova_structures:tavern_swamp, HEADING, header:ignore, 0, 0, 0
954, towns_and_towers:village_flower_forest, HEADING, header:ignore, 0, 0, 0
955, additionalstructures:underground_dungeon_1, HEADING, header:ignore, 0, 0, 0
956, additionalstructures:cactus_1, HEADING, header:ignore, 0, 0, 0
957, minecraft:ruined_portal_desert, HEADING, header:ignore, 0, 0, 0
958, nova_structures:well_dark_oak, HEADING, header:ignore, 0, 0, 0
959, additionalstructures:sphinx, HEADING, header:ignore, 0, 0, 0
960, terralith:zpointer/terralith_gravel_beach, HEADING, header:ignore, 0, 0, 0
961, minecraft:ancient_city, HEADING, header:ignore, 0, 0, 0
962, repurposed_structures:shipwreck_end, HEADING, header:ignore, 0, 0, 0
963, red:jungle_pyramid, HEADING, header:ignore, 0, 0, 0
964, ctov:medium/village_underground, HEADING, header:ignore, 0, 0, 0
965, additionalstructures:end_building_1, HEADING, header:ignore, 0, 0, 0
966, terralith:zpointer/terralith_wintry_forest, HEADING, header:ignore, 0, 0, 0
967, repurposed_structures:village_birch, HEADING, header:ignore, 0, 0, 0
968, additionalstructures:nether_dungeon_3, HEADING, header:ignore, 0, 0, 0
969, additionalstructures:stone_rock_2, HEADING, header:ignore, 0, 0, 0
970, minecraft:monument, HEADING, header:ignore, 0, 0, 0
971, minecraft:monument, MONSTER, minecraft:guardian, 5, 2, 4
972, additionalstructures:flotsam_5, HEADING, header:ignore, 0, 0, 0
973, repurposed_structures:outpost_snowy, HEADING, header:ignore, 0, 0, 0
974, repurposed_structures:outpost_snowy, MONSTER, minecraft:pillager, 10, 1, 1
975, dungeons_arise:bandit_village, HEADING, header:ignore, 0, 0, 0
976, terralith:zpointer/terralith_fractured_savanna, HEADING, header:ignore, 0, 0, 0
977, graveyard:large_graveyard, HEADING, header:ignore, 0, 0, 0
978, graveyard:large_graveyard, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
979, graveyard:large_graveyard, MONSTER, graveyard:revenant, 45, 1, 3
980, graveyard:large_graveyard, MONSTER, graveyard:ghoul, 50, 2, 4
981, additionalstructures:standing_spruce_log, HEADING, header:ignore, 0, 0, 0
982, terralith:zpointer/terralith_highlands, HEADING, header:ignore, 0, 0, 0
983, terralith:zpointer/minecraft_grove, HEADING, header:ignore, 0, 0, 0
984, mvs:dead_tree/oak, HEADING, header:ignore, 0, 0, 0
985, nova_structures:skeleton_camp_warped, HEADING, header:ignore, 0, 0, 0
986, repurposed_structures:outpost_icy, HEADING, header:ignore, 0, 0, 0
987, repurposed_structures:outpost_icy, MONSTER, minecraft:pillager, 10, 1, 1
988, terralith:zpointer/terralith_blooming_plateau, HEADING, header:ignore, 0, 0, 0
989, towns_and_towers:pillager_outpost_birch_forest, HEADING, header:ignore, 0, 0, 0
990, towns_and_towers:pillager_outpost_birch_forest, MONSTER, minecraft:pillager, 5, 1, 2
991, structory:old_manor, HEADING, header:ignore, 0, 0, 0
992, repurposed_structures:witch_hut_birch, HEADING, header:ignore, 0, 0, 0
993, repurposed_structures:witch_hut_birch, MONSTER, minecraft:witch, 5, 1, 1
994, repurposed_structures:witch_hut_birch, CREATURE, minecraft:cat, 5, 1, 1
995, additionalstructures:jungle_log, HEADING, header:ignore, 0, 0, 0
996, additionalstructures:end_tower_1, HEADING, header:ignore, 0, 0, 0
997, mvs:lantern/small_jungle_lantern, HEADING, header:ignore, 0, 0, 0
998, nova_structures:well_jungle, HEADING, header:ignore, 0, 0, 0
999, additionalstructures:obsidian_pillar_4, HEADING, header:ignore, 0, 0, 0
1000, additionalstructures:tomb_3, HEADING, header:ignore, 0, 0, 0
1001, terralith:zpointer/terralith_yosemite_cliffs, HEADING, header:ignore, 0, 0, 0
1002, terralith:zpointer/minecraft_windswept_forest, HEADING, header:ignore, 0, 0, 0
1003, mvs:dead_tree/dark_oak, HEADING, header:ignore, 0, 0, 0
1004, additionalstructures:end_crystal, HEADING, header:ignore, 0, 0, 0
1005, terralith:zpointer/terralith_bryce_canyon, HEADING, header:ignore, 0, 0, 0
1006, minecraft:stronghold, HEADING, header:ignore, 0, 0, 0
1007, ctov:large/village_underground, HEADING, header:ignore, 0, 0, 0
1008, additionalstructures:jungle_tree_hole, HEADING, header:ignore, 0, 0, 0
1009, mvs:other_decoration/villager_statue, HEADING, header:ignore, 0, 0, 0
1010, wythers:el_dorado, HEADING, header:ignore, 0, 0, 0
1011, additionalstructures:ice_floes_2, HEADING, header:ignore, 0, 0, 0
1012, terralith:fortified_village, HEADING, header:ignore, 0, 0, 0
1013, mvs:other_decoration/mushroom_statue, HEADING, header:ignore, 0, 0, 0
1014, mvs:nature/mushroom_pond, HEADING, header:ignore, 0, 0, 0
1015, repurposed_structures:igloo_mushroom, HEADING, header:ignore, 0, 0, 0
1016, terralith:zpointer/minecraft_snowy_taiga, HEADING, header:ignore, 0, 0, 0
1017, mvs:dead_tree/birch, HEADING, header:ignore, 0, 0, 0
1018, repurposed_structures:witch_hut_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
1019, repurposed_structures:witch_hut_giant_tree_taiga, MONSTER, minecraft:witch, 5, 1, 1
1020, repurposed_structures:witch_hut_giant_tree_taiga, CREATURE, minecraft:cat, 5, 1, 1
1021, wythers:village_badlands_desert, HEADING, header:ignore, 0, 0, 0
1022, additionalstructures:spider_nest_3, HEADING, header:ignore, 0, 0, 0
1023, additionalstructures:spider_nest_3, MONSTER, minecraft:cave_spider, 5, 2, 4
1024, illagerinvasion:sorcerer_hut, HEADING, header:ignore, 0, 0, 0
1025, towns_and_towers:village_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
1026, bettermineshafts:mineshaft_ice, HEADING, header:ignore, 0, 0, 0
1027, formationsoverworld:fountain, HEADING, header:ignore, 0, 0, 0
1028, terralith:zpointer/terralith_desert_oasis, HEADING, header:ignore, 0, 0, 0
1029, mvs:stall/orange_stall, HEADING, header:ignore, 0, 0, 0
1030, terralith:underground/giant_bee_hive, HEADING, header:ignore, 0, 0, 0
1031, minecraft:ruined_portal, HEADING, header:ignore, 0, 0, 0
1032, ctov:small/village_swamp, HEADING, header:ignore, 0, 0, 0
1033, additionalstructures:pyramid_2, HEADING, header:ignore, 0, 0, 0
1034, additionalstructures:palm_3, HEADING, header:ignore, 0, 0, 0
1035, mvs:other_decoration/desert_pump, HEADING, header:ignore, 0, 0, 0
1036, towns_and_towers:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
1037, towns_and_towers:pillager_outpost_badlands, MONSTER, minecraft:pillager, 5, 1, 2
1038, mvs:small_pillager_tower, HEADING, header:ignore, 0, 0, 0
1039, minecraft:ocean_ruin_cold, HEADING, header:ignore, 0, 0, 0
1040, illagerinvasion:firecaller_hut, HEADING, header:ignore, 0, 0, 0
1041, ctov:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
1042, ctov:pillager_outpost_desert, MONSTER, minecraft:pillager, 5, 1, 1
1043, ctov:pillager_outpost_desert, MONSTER, minecraft:evoker, 5, 1, 1
1044, ctov:pillager_outpost_desert, MONSTER, minecraft:vindicator, 20, 1, 1
1045, ctov:pillager_outpost_desert, MONSTER, minecraft:witch, 20, 1, 1
1046, additionalstructures:illager_house_1, HEADING, header:ignore, 0, 0, 0
1047, mvs:cathedral, HEADING, header:ignore, 0, 0, 0
1048, mvs:cathedral, MONSTER, minecraft:skeleton, 5, 1, 2
1049, mvs:cathedral, MONSTER, minecraft:zombie, 20, 2, 5
1050, towns_and_towers:pillager_outpost_snowy_plains, HEADING, header:ignore, 0, 0, 0
1051, towns_and_towers:pillager_outpost_snowy_plains, MONSTER, minecraft:pillager, 5, 1, 2
1052, terralith:zpointer/terralith_mirage_isles, HEADING, header:ignore, 0, 0, 0
1053, ctov:medium/village_jungle, HEADING, header:ignore, 0, 0, 0
1054, additionalstructures:stone_circle_3, HEADING, header:ignore, 0, 0, 0
1055, bettermineshafts:mineshaft_dripstone, HEADING, header:ignore, 0, 0, 0
1056, mvs:lantern/small_campfire_lantern, HEADING, header:ignore, 0, 0, 0
1057, mvs:sunzi_gate, HEADING, header:ignore, 0, 0, 0
1058, additionalstructures:shulker_cluster_1, HEADING, header:ignore, 0, 0, 0
1059, ctov:medium/village_swamp, HEADING, header:ignore, 0, 0, 0
1060, terralith:zpointer/terralith_snowy_shield, HEADING, header:ignore, 0, 0, 0
1061, terralith:zpointer/terralith_skylands, HEADING, header:ignore, 0, 0, 0
1062, repurposed_structures:temple_nether_soul, HEADING, header:ignore, 0, 0, 0
1063, terralith:zpointer/terralith_caldera, HEADING, header:ignore, 0, 0, 0
1064, ctov:medium/village_mushroom, HEADING, header:ignore, 0, 0, 0
1065, terralith:zpointer/terralith_warped_mesa, HEADING, header:ignore, 0, 0, 0
1066, formationsnether:small_lava_arena, HEADING, header:ignore, 0, 0, 0
1067, nova_structures:tavern_spruce, HEADING, header:ignore, 0, 0, 0
1068, dungeons_arise:bandit_towers, HEADING, header:ignore, 0, 0, 0
1069, additionalstructures:sewage_system_1, HEADING, header:ignore, 0, 0, 0
1070, additionalstructures:sewage_system_1, MONSTER, minecraft:cave_spider, 5, 2, 4
1071, simply_houses:taiga_house, HEADING, header:ignore, 0, 0, 0
1072, additionalstructures:cobblestone_rock_3, HEADING, header:ignore, 0, 0, 0
1073, towns_and_towers:village_beach, HEADING, header:ignore, 0, 0, 0
1074, imst:airship, HEADING, header:ignore, 0, 0, 0
1075, imst:airship, MONSTER, minecraft:pillager, 5, 1, 1
1076, nova_structures:tavern_jungle, HEADING, header:ignore, 0, 0, 0
1077, ctov:large/village_mushroom, HEADING, header:ignore, 0, 0, 0
1078, mvs:nature/big_oak_tree, HEADING, header:ignore, 0, 0, 0
1079, towns_and_towers:exclusives/village_rustic, HEADING, header:ignore, 0, 0, 0
1080, additionalstructures:nether_pillar_2, HEADING, header:ignore, 0, 0, 0
1081, betterend:megalake, HEADING, header:ignore, 0, 0, 0
1082, minecraft:swamp_hut, HEADING, header:ignore, 0, 0, 0
1083, minecraft:swamp_hut, MONSTER, minecraft:witch, 5, 1, 1
1084, minecraft:swamp_hut, CREATURE, minecraft:cat, 5, 1, 1
1085, watching:torch_tunnel/2x2_tunnel, HEADING, header:ignore, 0, 0, 0
1086, mvs:out_house, HEADING, header:ignore, 0, 0, 0
1087, additionalstructures:spruce_log_2, HEADING, header:ignore, 0, 0, 0
1088, towns_and_towers:pillager_outpost_sunflower_plains, HEADING, header:ignore, 0, 0, 0
1089, towns_and_towers:pillager_outpost_sunflower_plains, MONSTER, minecraft:pillager, 5, 1, 2
1090, formationsnether:blackstone_castle, HEADING, header:ignore, 0, 0, 0
1091, mvs:well/wells/oak_well, HEADING, header:ignore, 0, 0, 0
1092, aquamirae:ice_maze/common, HEADING, header:ignore, 0, 0, 0
1093, aquamirae:ice_maze/common, MONSTER, aquamirae:maw, 50, 1, 2
1094, terralith:zpointer/minecraft_old_growth_birch_forest, HEADING, header:ignore, 0, 0, 0
1095, formationsoverworld:bamboo_hut, HEADING, header:ignore, 0, 0, 0
1096, formationsnether:small_fire_arena, HEADING, header:ignore, 0, 0, 0
1097, dungeons_arise:jungle_tree_house, HEADING, header:ignore, 0, 0, 0
